product_id,product_name,aisle_id,department_id
2570,Joint Comfort Tea,94,7
2571,Advanced Repair Fragrance Free Lotion,127,11
2572,Hearth Baked Style Twin French Bread,112,3
2573,Garlic Pepper Ramen,66,6
2574,Beef Stew Canned Dog Food,40,8
2575,"Delights Chicken Sausage, Egg Whites, & Cheese English Muffin",52,1
2576,Organic Gluten-Free Teriyaki Beef Jerky,23,19
2577,2% Milk Fat Creamy Small Curd Cottage Cheese,100,21
2578,Whole Grain Pancakes,52,1
2579,Organic Freeze Dried Instant Decaf Coffee,26,7
2580,"Beef Jerky, Grass-Fed, Spicy",23,19
2581,Lavender Floral & Mint Natural Dish Liquid,74,17
2582,Soda Ginger Ale,77,7
2583,Artichoke & Jalapeno Dip,67,20
2584,Donut Sticks,8,3
2585,Molasses Clove Cookies,8,3
2586,Original Essence All Purpose Seasoning Blend,104,13
2587,Everyday Coconut Super Hydrating Body Wash,25,11
2588,Wild Wonders Medley Tomato,83,4
2589,Three Grain Bread,112,3
2590,Grand Brut Champagne,134,5
2591,500 mg Vitamin C caplets,47,11
2592,Maple Almond Bar,100,21
2593,Organic Evaporated Milk,17,13
2594,"Old World Gluten-Free Pizza Crust, Napoli Herb",128,3
2595,"Tender white meat chicken, vegetables & rice in a cheddar cheese sauce Grandma's Chicken & Vegetable Rice Bake",38,1
2596,Lemon Cake Ice Cream,37,1
2597,Fresh Pressed Virgin Coconut Oil,19,13
2598,Maui Cooler Big Pouch Juice Drink,98,7
2599,Organic Garden Vegetables with Herbs Soup,69,15
2600,Sugarfree Mint Flavor Gum,46,19
2601,Lean Boiled Ham,96,20
2602,Fusilli Pasta,131,9
2603,Fashion Lashes - Natural Lashes 110,132,11
2604,Lemon Zest Sorbetto,37,1
2605,Boiler Onions,83,4
2606,Mr. Goodbar Milk Chocolate with Peanuts Candy Bar,45,19
2607,Granulated Box Posted 5/7/2014 No Calorie Sweetener,17,13
2608,Taste Of Asia Tonkotsu Pork,100,21
2609,Newborn Bottles with Iron Infant Formula,92,18
2610,Smoked Sun Dried Tomatoes  Julienne Cut,63,9
2611,Gluten Free SpongeBob Spinach Littles,92,18
2612,Dry Cat Food Chicken & Turkey,41,8
2613,Chicken & Cheese Nacho Bites,129,1
2614,Tucks Medicated Cooling Pads,70,11
2615,Almond Vanilla Fresh & Dry Deodorant,80,11
2616,Liquid Upset Stomach Reliever/Anti-Diarrheal,70,11
2617,Total Care Mouthwash Icy Clean Mint,20,11
2618,Extra Hold Non-Aerosol Hair Spray,22,11
2619,High Protein Bars Lemon Delight,3,19
2620,Milk Stout,27,5
2621,Relaxing Lavender Electric Aromatherapy Air Freshener Refill,101,17
2622,Spicy Red Radish Kimchi,66,6
2623,Mini Original Water Crackers,78,19
2624,Herbal Breath Tonic Spray,20,11
2625,Loaf Pans,97,13
2626,Roasted Walnut Pecan Caramel Marshmallows,45,19
2627,Ibuprofen 200 mg Pain Reliever/Fever Reducer Tablets,133,11
2628,Traditional Original Amber Lager,27,5
2629,Iced Tea with Raspberry Flavor,94,7
2630,Hawaiian High Original Herbal Incense Sticks,101,17
2631,Blueberry Figgies & Jammies,61,19
2632,Extra Sharp White Cheddar Sticks,21,16
2633,Advance Powder Infant Formula,92,18
2634,Cereal Frosted Flakes Chocolate Choco Zucaritas,121,14
2635,Ginger Brew Caffeine Free,77,7
2636,Laxative Unflavored,70,11
2637,Colby Pepper Jack Snack Bites,21,16
2638,Steak Eater's Burgers,34,1
2639,Lemon Blended Non-Fat Greek Yogurt,120,16
2640,White Cheddar Crackers,78,19
2641,Plus 3 In 1 With Baking Soda,41,8
2642,Frozen Concentrated Orange Juice With Added Calcium,113,1
2643,Organic Bagged Kale Salad Mix,123,4
2644,Marketplace Chicken Pecan,38,1
2645,Made Super B-Complex Tablets,47,11
2646,Dairy Pure Heavy Whipping Cream,53,16
2647,Original Chimichurri,72,13
2648,Black Lumpfish Caviar,95,15
2649,"Gnocchi, Garlic & Basil",9,9
2650,LashBlast Volume Mascara - Black Brown 810,132,11
2651,Mayonnaise,72,13
2652,Chocolate Blend Granola,57,14
2653,"Chik'n Cutlets, Cranberry & Goats Cheese",42,1
2654,Fusion ProGlide Sensitive 2 in 1 Shave Gel Alpine Clean,55,11
2655,Speed Stick Ocean Surf Deodorant,80,11
2656,Original Pods,75,17
2657,Wholesome Breakfast Apple Raisin Baby Food,92,18
2658,Unsweetened Coconut Milk,66,6
2659,Cod Fillet,39,12
2660,Pure Moist Rewetting Drops,44,11
2661,Key Lime Pie Fruit & Nut Food Bar,3,19
2662,Activated Quercetin,47,11
2663,Free Range Chicken Broth,69,15
2664,First Prunes,92,18
2665,Triple Zero Chocolate Greek Yogurt,120,16
2666,Night Cream Argan Stem Cell + 2% CGF,109,11
2667,Dual Action Wipes Citrus,114,17
2668,Whips! Strawberry Mist Yogurt Mousse,120,16
2669,Roasted Dandelion Spice Detox Tea,94,7
2670,"Yogurt, Organic, Lowfat, Plain",120,16
2671,Endless Kiss Body Wash,127,11
2672,Grande Hard & Soft Taco Shells,30,6
2673,Stage 2 Just Pinapple Pear Avocado Baby Food,100,21
2674,Chocolate Chip & Pecan Cookies,61,19
2675,Pale Ale,27,5
2676,Finely Ground Potato Flour,17,13
2677,Yerba Mate Sparkling Classic Gold,94,7
2678,Sheer Floral Sensitive Skin Cleansing Cloths,126,11
2679,Scented Oil Refill Essential Oils Apple Cinnamon Medley Fragrance,101,17
2680,Leek Recipe Mix,69,15
2681,Spray Bottle Glass Cleaner,114,17
2682,Rosy Lip Therapy,73,11
2683,Raspberry & Walnut Dressing,89,13
2684,Pomodoro Fresco Marinara Tomato Sauce,9,9
2685,Calming Everyday Lotion,102,18
2686,With Chicken & Beef in Meaty Juices Wet Dog Food,40,8
2687,Face & Body Charcoal Soap Bar,100,21
2688,Very Emollient Fragrance Free Sunscreen SPF 30,25,11
2689,Baked Lentil Cracked Pepper Chips,107,19
2690,Chill Pill,101,17
2691,Bbq Sauce,5,13
2692,Creamy Peanut Butter Spread With Honey,88,13
2693,The Big 16 Grain Sprouted Whole Grain Bread,112,3
2694,Superberry Kombucha,31,7
2695,Pro-V Classic Clean 2-in-1 Shampoo and Conditioner,22,11
2696,Gluten Free Chocolate Brownies,61,19
2697,Mendocino Chardonnay,62,5
2698,Hazelnut K Cups,26,7
2699,100% Cacao Cocoa Powder,97,13
2700,Cold Brew  Iced Coffee Concentrate Bean Bags,26,7
2701,"Uplift, Balance & Calm Essential Oils",19,13
2702,Biscuits for Dogs less than 20 lbs,40,8
2703,Air Effects Spring & Renewal Air Refresher,101,17
2704,Tofu Rancheros,52,1
2705,Organic Cat Nip,41,8
2706,Hot Pepper Jelly,88,13
2707,Completeâ„¢ ActionPacsâ„¢ Fresh Scent Dishwasher Detergent,74,17
2708,Fruit By the Foot Variety Pack,50,19
2709,"Dijon Mustard Blend, Rich Country",72,13
2710,Crushed Rosemary,104,13
2711,Tomato Basil Gouda,21,16
2712,Frozen Organic Peach Slices,116,1
2713,Fresh Frozen Chopped Spinach,116,1
2714,Handi-Snacks Ritz Crackers 'n Cheese Dip,78,19
2715,Pineapple Enzyme Hawaiian Facial Scrub,109,11
2716,Organic Greek Lowfat Yogurt With Strawberries,120,16
2717,Mango Sparkling Water,115,7
2718,Instant Relief Shampoo,22,11
2719,"Salad, Chopped, Garden Vegetable",123,4
2720,Whole Milk Yogurt,120,16
2721,California Madeira,6,2
2722,Raw Probiotics Women probiotic 85 Billion 32 Strains capsules,70,11
2723,"Pro Health Complete Crest Pro-Health Advanced Mouthwash with Extra Deep Clean, Clean Mint flavor 500 ML Oral Rinse",20,11
2724,Quart Storage Reclosable Double Zipper Bags,85,17
2725,Butter Pecan Nutrition Shake,65,11
2726,"Ice Cream, Super Premium, Mint Chocolate Chip",37,1
2727,Poultry & Beef Feast Variety  Cat Food,41,8
2728,Originale Amaretto,124,5
2729,Diced Jalapenos,81,15
2730,Deodorant Stick Blossom,80,11
2731,White Revive Laundry Stain Remover 45 Loads,75,17
2732,Gluten Free Pretzel Sticks,107,19
2733,Super Hip Chocolate Chip,3,19
2734,French Green Clay Facial Treatment Mask Powder,109,11
2735,Pork Loin Back Ribs,7,12
2736,Rts Brown & Quinoa Rice,100,21
2737,Sweet Orange & Silk Protein Styling Gel,22,11
2738,Asian Chopped Salad,123,4
2739,Organic Crystallized Ginger,17,13
2740,Lemon & Eucalyptus Hand Soap,25,11
2741,Organic Apricot Fruit Spread,88,13
2742,Pearl Plastic Tampons,126,11
2743,Organic Almonds Sprouted In Orange Juice,117,19
2744,Pint Mason Jars,97,13
2745,Strawberry Explosion/Banana Split Smoothie,120,16
2746,Organic Multi Color Carrots,116,1
2747,Vanilla Moisturizing Body Wash,25,11
2748,Organic Reduced Fat Omega-3 Milk,84,16
2749,Deep Dish Pepperoni Pizza,79,1
2750,Savory Turkey Breakfast Sausage Patties,52,1
2751,Authentic Chunky Style Refried Beans,30,6
2752,Sweet Cut Basil Leaf & Sifted Mini Spice,104,13
2753,Blueberry Drinkable Whole Milk Yogurt,100,21
2754,Sweet Potato and Roasted Onion Brown Rice and Wheat Crackers,78,19
2755,Gluten Free Old Fashioned Yellow Cake Mix,105,13
2756,Pecan Nut Cakes,78,19
2757,Almond Cashew Unsweetened Almondmilk Cashewmilk Blend,91,16
2758,Black Forest Ham Vacuum Pack,96,20
2759,Chicken Granulated Bouillon,69,15
2760,Organic Apple Cinnamon Banana Bites,50,19
2761,Tuscan Kale Pesto,9,9
2762,Organic Vegetarian Chili Tame Tomato,59,15
2763,Uncured Hickory Smoked Bacon,106,12
2764,Crispy Variety Pack Chicken,129,1
2765,Ginger Citrus Guayusa Tea,94,7
2766,Perfect Food Raw Organic Green Super Food,65,11
2767,Organic Rosehip Oil,100,21
2768,Lip Care Stick,109,11
2769,Pappardelle Nests Pasta,131,9
2770,Brownberry Natural Wheat Bread,112,3
2771,Roasted Eggplant,6,2
2772,Toll House Real Semi-Sweet Chocolate Morsels,17,13
2773,Parmesan Garlic + Herb Pita Chips,107,19
2774,Choice Cuts In Gravy with Chicken & Rice Dog Food,40,8
2775,Vegan Celebration Roast,42,1
2776,High Fiber English Muffin,93,3
2777,Flings! 3 In 1 Tropical Sunrise Scent Laundry Detergent Pacs 42 Count,75,17
2778,Classic Chicken Parmigiana & Penne,38,1
2779,Oat Revolution! Maple & Brown Sugar Steel Cut Oatmeal Pouches,130,14
2780,Diced Red Onions,83,4
2781,Chipotle Lime Meat-Free Crispy Fingers,42,1
2782,Max Simply Clean & Fresh HE Liquid Laundry Detergent,75,17
2783,Traditional Crostini,78,19
2784,"Yogurt, Drinkable, Wild Blueberry",120,16
2785,Stone Ground Cornbread & Cornmeal Muffin Mix,105,13
2786,Facial Tissue,54,17
2787,Creme Brulee Coffee Creamer,53,16
2788,Unscented Foot Cream,6,2
2789,Organic Sorrel,16,4
2790,Organic Chicory Cold Brew Coffee,26,7
2791,Organic SprouTofu Hickory BBQ Smoked Tofu,14,20
2792,U Cubes Children's Multi Vitamin & Mineral Gummies,47,11
2793,Body Wash Passion fruit,25,11
2794,Sonoma Honey Apple Cider Vinegar,19,13
2795,Refried Black Beans,59,15
2796,American Blend,130,14
2797,The Original Mild Picante Sauce,51,13
2798,Shredded Four Cheese Blend,2,16
2799,Mediterranean Coarse Sea Salt,104,13
2800,Roll Fruit Rolls Candy,45,19
2801,Bacon Cheeseburger Hamburger Helper,4,9
2802,"Get Up, Stand Up K-Cup Pods Light Roast Coffee Mild, Bright, Floral",26,7
2803,Black Food Color,97,13
2804,Sport Performance Coolzone,127,11
2805,Soy Chocolate Pudding,71,16
2806,Toasted Artisan Mix Granola,57,14
2807,Honey Garlic Marinated Grilled Flank Steak,13,20
2808,Hair Balance Shampoo,22,11
2809,Vegan Oatmeal Chocolate Chip Cookies,61,19
2810,Stain Remover & Color Booster Original Scent,75,17
2811,Ground Almonds For Passover,33,6
2812,Woodland Soap Bar,127,11
2813,Whole Grain Angel Hair Pasta,131,9
2814,Natural Raw Cane Turbinado Sugar,17,13
2815,Special K Protein Greek Yogurt And Fruit Bar 4.76oz,48,14
2816,Wellness Herbal Resistance Liquid,47,11
2817,Liqui-Kelp Daily Iodine,47,11
2818,Original Seven Nut & Seed Creamy Butter,88,13
2819,"Tulsi-Holy Basil, Vegetarian Capsules",47,11
2820,Francese Deli Rolls,43,3
2821,Tuna Steaks,15,12
2822,Organic Creamy Raw Almond Butter,88,13
2823,Whole Wheat Penne Rigate,131,9
2824,Pressed Bold Beet Juice,98,7
2825,Organic Original Hommus,67,20
2826,Blue Corn Chip Bowls,107,19
2827,24 Hr Acid Reducer,70,11
2828,Large Heavy Duty Drawstring 30 Gallon Trash Bags,60,17
2829,"Organic Stage 2 Apple, Banana & Butternut Squash Baby Food",92,18
2830,Sparkling Spring Water,115,7
2831,Dijon Style Mustard,72,13
2832,Organic Quinoa Hot Cereal Flakes,121,14
2833,Citrus Zest Natural Confidence Deodorant Crystal,80,11
2834,Sesame Oil Blend,66,6
2835,Outshine Simply Yogurt Bars Strawberry,37,1
2836,No Calorie Sweetener,97,13
2837,Unflavored Arctic Cod Liver Oil,47,11
2838,Poppy Seed Dressing,89,13
2839,Original Slices Pepperoni,96,20
2840,Original A to Z's Pasta,59,15
2841,8 Hot Dog Buns,43,3
2842,Gluten Free Hazelnut Wafers,78,19
2843,Pumpkin Popem,61,19
2844,Lindor Assorted Chocolate Truffle Eggs Pouch,100,21
2845,Black Currant & Rosewater Natural Hand Wash,127,11
2846,Organic Green Onions,83,4
2847,50/50 Spring Mix And Baby Spinach,123,4
2848,Strawberry Orange Banana Drink Mix,90,7
2849,Ground Sirloin,7,12
2850,U Curves Individually Wrapped Daily Panty Liners,126,11
2851,Rolled Fillets of Anchovies with Capers In Pure Olive Oil,95,15
2852,Sugar Free Low Calorie Syrup,29,13
2853,Organic Blueberry Hemp Superfood Snack,117,19
2854,King Size Peanut Butter Cups Candy,45,19
2855,Organic Good Seed Bread,112,3
2856,Pure 100% Natural Vegetable Oil,19,13
2857,Chocolate Almond Raisin Nutrition Bar,3,19
2858,Fully Cooked Bacon 15 Slices,106,12
2859,Flushable Wipes,56,18
2860,Mozzarella Cheese Breadsticks,129,1
2861,Therapeutic Shave Gel SHAVE GELS,55,11
2862,Red Winter Wheat Wheat Berries,63,9
2863,Organic Mango Nectar Juice,98,7
2864,Freeze-Dried Asian Pear Crispy Fruit,117,19
2865,Probiotics 100% Strawberry & Banana Juice,100,21
2866,Organic Ground Chili Ancho,104,13
2867,Fruitwater Sparkling Lemon Lime,98,7
2868,Pure Butter Shortbread Highlanders,61,19
2869,Black Cherry 0% Fat Oikos Greek Yogurt,120,16
2870,"Clean Energy Drink, Lemon Lemongrass",94,7
2871,White Chocolate Caramel Cappuccino,26,7
2872,The Original Cream Bars Orange Raspberry Frozen Bars,37,1
2873,Vanilla Macadamia Milk,84,16
2874,"Melatonin, 3 mg, Vegetarian Capsules",6,2
2875,"Cumin, 100% Organic, Ground",104,13
2876,vitaminwaterÂ® XXX Acai Blueberry Pomegranate,64,7
2877,Petit Pois Peas,81,15
2878,Cutlery Apple Green - 8 PK,111,17
2879,Bourboncito Coffee,26,7
2880,Mini Chocolate Donuts,93,3
2881,Gluten Free Ancient Grain Simply Sea Salt Crisps,107,19
2882,Gentle Care Tissue Rolls,54,17
2883,Spicy JalapeÃ±o Chicken Sausage,106,12
2884,Ice Cream Tahitian Vanilla,37,1
2885,Organic Sweet Basil And Roasted Garlic Smoked Sausage,106,12
2886,Strawberry Raspberry Blended Greek Yogurt,120,16
2887,Sugar Free Honey Flavored BBQ Sauce,5,13
2888,Almond Cocoa Spread,88,13
2889,Cornish Game Hen,49,12
2890,Reduced Fat Sour Cream & Onion Potato Chips,107,19
2891,Buffalo Style Chicken With Creamy Noodles,38,1
2892,"Ultimate Healing Lotion, Aloe",127,11
2893,Vegan Gourmet Shreds Fiesta Blend,21,16
2894,Raw Local Wildflower Honey Grade A,29,13
2895,Fresh OXI Hand Wash Dish Soaps,114,17
2896,Garlic And Herb Goat Cheese,21,16
2897,Classic Mild Cheddar Macaroni & Cheese 25% Less Sodium,4,9
2898,Greek Yogurt Strawberry Protein Chewy Bars,3,19
2899,Astragalus Supreme Extract,47,11
2900,Buffalo Style Strips,129,1
2901,Merlot BellaVitano Cheese,21,16
2902,Shitake Mushrooms,81,15
2903,Sweet Red,28,5
2904,USA Endive Lettuce,83,4
2905,Always Apricot Fruit Spread,88,13
2906,Saline Spray/Drops For Noses,11,11
2907,with Lime Juice Mayonesa Mayonnaise,72,13
2908,4x Concentrated Laundry Detergent,75,17
2909,Sweet Baby Grains Organic Bread,112,3
2910,Raw Meal Mini Vanilla,65,11
2911,Vitamin D3 Vegan 1000 IU,47,11
2912,Sensitive Complete Protection Mint Clean,20,11
2913,Mango Tango Fruit Smoothie Blend,31,7
2914,Ancho Chile Pepper,104,13
2915,Cleansing Towelettes Night Calming Makeup Remover,73,11
2916,Gluten Free Seeds & Grains Bread,112,3
2917,Dungeness Crab Bisque With Pink Shrimp,69,15
2918,Chili Seasoning Mix,104,13
2919,Cracked Peppercorn Tilapia,34,1
2920,Aged Mahon,2,16
2921,Gourmet Chicken Tamales,38,1
2922,"Bathroom Tissue, Unscented, Regular Rolls, 2-Ply",54,17
2923,"Mighty 4 Essential Tots Spinach, Kiwi, Barley & Greek Yogurt Nutrition Blend",92,18
2924,Kalamata Olive Tapenade with Sundried Tomato,67,20
2925,Thirsty Strong And Absorbent Paper Towels,54,17
2926,Savory Teriyaki Rice Thins,78,19
2927,Tartar Sauce Squeeze Bottle,72,13
2928,Bean and Cheese Gorditas,13,20
2929,Coconut Aminos Teriyaki Sauce,66,6
2930,Classic Malt Mix,90,7
2931,Sushi Chef Panko Bread Flakes,66,6
2932,American Cheese Singles 16 Count,21,16
2933,"Crunchy, Cocoa Dusted Banana Chips",50,19
2934,Butternut Squash and Sage Ravioli,129,1
2935,Classic Onion Pierogies,129,1
2936,Golden Twirls French Fried Potatoes with Skins,129,1
2937,Crema Casera,21,16
2938,La Vodka Pasta Sauce,9,9
2939,Cheddar Crunchin' Crackers,92,18
2940,Vaporizing Decongestant Vicks Vaporub Lemon Scent Ointment,11,11
2941,Broccoli Salad,1,20
2942,B Complex With Vitamin C Stress Formula Tablets,6,2
2943,"Low Fat, Small Curd 1% Milkfat No Salt Added Cottage Cheese",108,16
2944,100% Organic Raw Coconut Butter,88,13
2945,Preservative Free Stir Fry Sauce,66,6
2946,LightWeight 4-in-1 Strength Cat Litter,41,8
2947,"Tea, Woman's Moon Cycle, Caffeine Free, Bags",94,7
2948,Treatment Shampoo Normalizing Tea Tree,22,11
2949,Apple Pie Flavored English Muffins,93,3
2950,All Natural Zaatar Seasoning,104,13
2951,Chocolate Sea Salt Stars Shortbread Cookies,61,19
2952,Cook and Serve Lemon Pudding and Pie Filling,105,13
2953,Dark Chocolate Bars,37,1
2954,Organic Diced Fire Roasted No Salt Added Tomatoes,81,15
2955,Hummus Easy Southwest Black Beans,67,20
2956,Angus Beef Meatballs,34,1
2957,Cinnamon Rolls With Icing,105,13
2958,Ramekin Dish,10,17
2959,Freeze Dried Crispy Cantaloupe,117,19
2960,Naturally Smoked Sliced Bacon,106,12
2961,Pink Salmon,95,15
2962,"Milk, Reduced Fat, 2% Milkfat",84,16
2963,Lemon Shortbread Cookies,61,19
2964,100% Whole Soy Organic Gluten Free Tamari Soy Sauce,66,6
2965,Sliced Crimini Mushrooms,123,4
2966,Pure Coconut Water,98,7
2967,Voluminous Original Mascara - Waterproof Black 360,132,11
2968,Honey Thats Nuts,100,21
2969,Gluten Free Plain Tortillas,128,3
2970,Optic White Power Soft Toothbrush,20,11
2971,Mandarin Orange Essence Sparkling Natural Spring Water,115,7
2972,Lotzza Motzza Cheese Pizza,79,1
2973,Lexington Milk Chocolate Toffee Almond Crispy Cookies,61,19
2974,Regular,77,7
2975,"Napkins, 2-Ply, Mega Pack",54,17
2976,High Protein Advanced Formula Cat Food,41,8
2977,Original 100% Orange Juice with Calcium & Vitamin D,31,7
2978,Organic Coconut & Agave Nectar Live Food Bar,3,19
2979,Beyond Beef Beefy Crumble,42,1
2980,Olive with Red Bell Pepper Cream Cheese Spread,100,21
2981,Be Edgy Coconut Water & Freesia Candle,101,17
2982,Natural Health Nut 100% All Natural Bread,112,3
2983,Kosher Medium Cheddar Cheese,21,16
2984,Cool Fresh Mens Dry Spray Deodorant,80,11
2985,Organic Turmeric Tonic Juice,98,7
2986,Hemorrhoidal Ointment,70,11
2987,with a Splash of Pineapple Coconut Water,98,7
2988,Special K Fudge Mini Brownies,61,19
2989,Sweet Marsala,134,5
2990,Turkey and Vegetable Formula Cat Food,41,8
2991,Organic Mushroom Pasta Sauce,9,9
2992,Coco-Roons Vanilla Maple,61,19
2993,Spanish Padron Peppers,123,4
2994,"Sushi Nori, Pacific, Organic",66,6
2995,Plusbar Protein Peanut Butter Chocolate Bar,3,19
2996,Honeysuckle Hand Soap,25,11
2997,Keurig Medium Roast Lively Colombian Coffee K Cups,26,7
2998,Potatoes Yellow Organic Bag,123,4
2999,13 Gal with Drawstring Closure White Tall Kitchen Bags,60,17
3000,Milk Chocolate Speck-tacular Eggs,45,19
3001,Coleslaw Dressing & Dip,89,13
3002,Diced Celery & Onions,123,4
3003,Ale Premier,27,5
3004,Home Flex Large Garbage Bags Drawstring 30 gallon,60,17
3005,Soak Proof Foam Plates,111,17
3006,Original Vanilla Pudding,71,16
3007,Natural Anticavity Silly Strawberry Fluoride Toothpaste for Children,20,11
3008,Clara Beer,27,5
3009,Bunny Shape Sugar Cookies,105,13
3010,Whole Cardamom,104,13
3011,Straight Cut Fries,129,1
3012,Flings Original,107,19
3013,Scented Antiperspirant Deodorant,80,11
3014,Ibuprofen PM 200 Mg,133,11
3015,Stewed Tomatoes Italian Recipe,81,15
3016,Cornichons Gherkins,110,13
3017,Travel Unscented Wipes,56,18
3018,"Egg Noodles, Toasted Barley Shape",33,6
3019,Organic Boneless & Skinless Chicken Breast,83,4
3020,Broccoli & Apple Stage 2 Baby Food,92,18
3021,Chocolate Truffle Ice Cream,37,1
3022,Semisweet Dark Chocolate Baking Bar,17,13
3023,Club & Cheddar Sandwich Crackers,78,19
3024,Meat Flavored Pasta Sauce,9,9
3025,Cacao Sweet Raw Chocolate Nibs,17,13
3026,Fruit Go Go SqueeZ Applesauce Pouches,99,15
3027,Forest Deodorant Stick,80,11
3028,"Thai Spice, Organic",104,13
3029,Kosher Dill Relish,72,13
3030,Organic Montebello Linguine Italian Pasta,131,9
3031,100% Colombian Medium Roast K-Cup Packs Arabica Coffee,26,7
3032,Liquid Stevia Extract Sweetener,17,13
3033,Cough Suppressant Throat Drops Honey Lemon with Echinacea - 24 CT,11,11
3034,Grilled Chicken & Beef Feast in Gravy Cat Food,41,8
3035,"Mints, Sugar Free, Pep O Mint",46,19
3036,Lacey Swiss Cheese,2,16
3037,Nestle Drumstick Sundae,37,1
3038,Premium Malt Beverage,27,5
3039,Wild Cherry Cola,77,7
3040,Jellied Cranberry Sauce,99,15
3041,Kosher Whole Baby Dills,110,13
3042,S. Pellegrino Sparkling Natural Mineral Water,115,7
3043,Wooden Foot File,6,2
3044,Original 100% Pure No Pulp Orange Juice,31,7
3045,Complete Clean with Bleach Toilet Bowl Cleaner,114,17
3046,Bowl Brush,114,17
3047,All Natural Chocolate Moo-usse Hot Chocolate,90,7
3048,Cafe Steamers Beef Teriyaki,38,1
3049,"Fortifying, Sleek & Shine Conditioner",22,11
3050,Cut Crystal 7 inch Plastic Plates,111,17
3051,Chipless Wonder Cookies,8,3
3052,Triple Action Booster,74,17
3053,Hot & Spicy Chicken Flavor Ramen Noodle Soup,4,9
3054,Decorating Black Icing,97,13
3055,Original Chai Tea Latte,94,7
3056,"Ravioli, Five Cheese, Value Pack",12,9
3057,Fresh Mild Salsa,67,20
3058,Sunscreen Lotion Face Oil-Free SPF 70+,73,11
3059,Italian Bread Unseeded,112,3
3060,Pepper Jack Cheese Slices,21,16
3061,Swiss Rolls,61,19
3062,Bacon Ranch Salad Dressing,89,13
3063,Calamansi Lime Nectar,31,7
3064,Hydrating Day Creme,109,11
3065,Pomegranate + Sunflower Shampoo,22,11
3066,Organic Balance Milk Protein Shake Dark Chocolate,91,16
3067,Spaghetti Rigati Pasta,131,9
3068,White Pumpkin,83,4
3069,Ginger/Garlic Vegetable Stir Fry Kit,100,21
3070,Dish Liquid With Aloe,74,17
3071,Extreme Clean Whitening Action Flouride Toothpaste - Mint Blast,20,11
3072,Medium Green Salsa,67,20
3073,Dry Pomegranate Soda,77,7
3074,Seafood Sensations Dry Cat Food,41,8
3075,All Natural Smart Classics Roasted Crinkle Cut with Sea Salt Fries,116,1
3076,Cinnamon Flavor Freshly Popped Rice Cakes,78,19
3077,Vegetarian Chili,33,6
3078,Chicken Kabob,35,12
3079,Gluten Free Cinnamon Rolls,93,3
3080,Garden Fresh Vegetable Broth,33,6
3081,"Organic Creamies Strawberry, Raspberry & Carrot Freeze-Dried Fruit Snacks",92,18
3082,Peanut Butter M&Ms Milk Chocolate Candies,45,19
3083,85% Dark Chocolate Bar,45,19
3084,Opti-Free Express Mpds No Rub Formula,44,11
3085,Cf Hny Almnd Granola 11,117,19
3086,Sensitive Xtreme 3 Disposable Razors,55,11
3087,Baby Dry Pampers Baby Dry Diapers Size 2,56,18
3088,Italian Crushed Tomatoes With Basil,81,15
3089,Organic Broccoli Casserole Bites,129,1
3090,Very Berry Flavor Sparkling Mineral Water,115,7
3091,Organic Minneola,24,4
3092,Sour Cherry Sour Licorice Twists,45,19
3093,Pure Sesame Oil,66,6
3094,Kale & Pinto Bean Pupusas,42,1
3095,White Chocolate Mint Ice Cream,37,1
3096,Men + Care Extra Fresh Body + Face Bar,127,11
3097,Smoked Cheddar Cheese,21,16
3098,Lavender Dish Soap,74,17
3099,Fresh Mint Toothpaste With Flouride,20,11
3100,Olay Sugarberry Scent Women's Razor 1 count Fem Premium BladeRazor System,55,11
3101,Stir-Fry Vegetables,116,1
3102,"Potato Chips, Reduced Fat, Unsalted",107,19
3103,Special Edition Hershey's Cookies 'n' Creme Cookies,105,13
3104,Skin Therapy Sensitive Skin Lotionized Moisturizing Shave Gel,55,11
3105,Cinnabon Classic Cinnamon Roll Coffee Creamer,53,16
3106,Tellicherry Peppercorns,104,13
3107,Fiber One Oat & Chocolate Bar,48,14
3108,Original Lowfat Lemon Burst Yogurt,120,16
3109,Onion Flavored Bissli,107,19
3110,Smart Creations Crustless Chicken Pot Pie,38,1
3111,Mango Habanero Master Brew Kombucha,94,7
3112,Watermelon Green Superfood Energy Supplement,47,11
3113,Bite Size Crisps,78,19
3114,Frozen Classic Coconut Layer Cake,119,1
3115,Raw Goat Milk Mild Cheddar Cheese,21,16
3116,Organic Blue Tortilla Chips,107,19
3117,Fruit Me Up!  Applesauce Pouches,99,15
3118,Original Instant Grits,130,14
3119,Bittersweet Chocolate Bar,33,6
3120,Sweetango Apple,24,4
3121,Original Coleslaw Mix,89,13
3122,Special Reserve 12 Yr Old Scotch Whisky 80 Proof,124,5
3123,"Niblets Whole Kernel Sweet Corn, Extra Sweet",81,15
3124,Multi-Surface Cleaner Lemon Fresh,114,17
3125,Raw Pistachios,6,2
3126,Oreo Cookie n' Cream Yogurt,120,16
3127,Scented Kids De-tangler Original,22,11
3128,Riced Cauliflower & Broccoli,100,21
3129,Organic Kale Smoothie,31,7
3130,Light Whipped Topping,119,1
3131,"Take Alongs, Medium Bowls",85,17
3132,Original Teriyaki Nori,66,6
3133,Potatoes O'Brien With Onions And Peppers,129,1
3134,Ghost Pepper Hot Sauce,72,13
3135,Garlic & Herb Water Crackers,78,19
3136,Flax Oil 1000 mg Softgels,47,11
